province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,50 - 54,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,55 - 59,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,60 - 64,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,65 - 69,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,70 - 74,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,75 AND ABOVE,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,10 AND ABOVE,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,10 - 14,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,15 - 19,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,20 - 24,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,25 - 29,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,30 - 34,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,35 - 39,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,40 - 44,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,45 - 49,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,50 - 54,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,55 - 59,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,60 - 64,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,65 - 69,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,70 - 74,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,75 AND ABOVE,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,10 AND ABOVE,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,10 - 14,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,15 - 19,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,20 - 24,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,25 - 29,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,30 - 34,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,35 - 39,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,40 - 44,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,45 - 49,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,50 - 54,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,55 - 59,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,60 - 64,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,65 - 69,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,70 - 74,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,ALL SEXES,75 AND ABOVE,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,10 AND ABOVE,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,10 - 14,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,15 - 19,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,20 - 24,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,25 - 29,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,30 - 34,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,35 - 39,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,40 - 44,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,45 - 49,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,50 - 54,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,55 - 59,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,60 - 64,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,65 - 69,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,70 - 74,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,75 AND ABOVE,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,10 AND ABOVE,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,10 - 14,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,15 - 19,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,20 - 24,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,25 - 29,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,30 - 34,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,35 - 39,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,40 - 44,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,45 - 49,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,50 - 54,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,55 - 59,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,60 - 64,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,65 - 69,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,70 - 74,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,75 AND ABOVE,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,10 AND ABOVE,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,10 - 14,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,15 - 19,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,20 - 24,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,25 - 29,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,30 - 34,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,35 - 39,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,40 - 44,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,45 - 49,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,50 - 54,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,55 - 59,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,60 - 64,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,65 - 69,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,70 - 74,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,75 AND ABOVE,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,10 AND ABOVE,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,10 - 14,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,15 - 19,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,20 - 24,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,25 - 29,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,30 - 34,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,35 - 39,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,40 - 44,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,45 - 49,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,50 - 54,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,55 - 59,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,60 - 64,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,65 - 69,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,70 - 74,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,MALE,75 AND ABOVE,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,10 AND ABOVE,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,10 - 14,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,15 - 19,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,20 - 24,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,25 - 29,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,30 - 34,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,35 - 39,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,40 - 44,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,45 - 49,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,50 - 54,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,55 - 59,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,60 - 64,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,65 - 69,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,70 - 74,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,75 AND ABOVE,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,10 AND ABOVE,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,10 - 14,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,15 - 19,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,20 - 24,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,25 - 29,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,30 - 34,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,35 - 39,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,40 - 44,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,45 - 49,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,50 - 54,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,55 - 59,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,60 - 64,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,65 - 69,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,70 - 74,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,75 AND ABOVE,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,10 AND ABOVE,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,10 - 14,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,15 - 19,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,20 - 24,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,25 - 29,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,30 - 34,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,35 - 39,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,40 - 44,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,45 - 49,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,50 - 54,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,55 - 59,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,60 - 64,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,65 - 69,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,70 - 74,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,75 AND ABOVE,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,10 AND ABOVE,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,10 - 14,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,15 - 19,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,20 - 24,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,25 - 29,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,30 - 34,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,35 - 39,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,40 - 44,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,45 - 49,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,50 - 54,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,55 - 59,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,60 - 64,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,65 - 69,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,70 - 74,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,FEMALE,75 AND ABOVE,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,10 AND ABOVE,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,10 - 14,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,15 - 19,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,20 - 24,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,25 - 29,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,30 - 34,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,35 - 39,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,40 - 44,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,45 - 49,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,50 - 54,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,55 - 59,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,60 - 64,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,65 - 69,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,70 - 74,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,75 AND ABOVE,0,0,ILLITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,10 AND ABOVE,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,10 - 14,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,15 - 19,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,20 - 24,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,25 - 29,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,30 - 34,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,35 - 39,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,40 - 44,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,45 - 49,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,50 - 54,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,55 - 59,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,60 - 64,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,65 - 69,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,70 - 74,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,75 AND ABOVE,0,0,TOTAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,10 AND ABOVE,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,10 - 14,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,15 - 19,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,20 - 24,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,25 - 29,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,30 - 34,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,35 - 39,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,40 - 44,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,45 - 49,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,50 - 54,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,55 - 59,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,60 - 64,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,65 - 69,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,70 - 74,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,75 AND ABOVE,0,0,FORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,10 AND ABOVE,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,10 - 14,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,15 - 19,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,20 - 24,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,25 - 29,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,30 - 34,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,35 - 39,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,40 - 44,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,45 - 49,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,50 - 54,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,55 - 59,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,60 - 64,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,65 - 69,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,70 - 74,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,FR TANK,URBAN,TRANSGENDER,75 AND ABOVE,0,0,INFORMAL LITERATE,0
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,23697,36.84,ILLITERATE,14968
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,10 - 14,4608,52.04,ILLITERATE,2210
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,15 - 19,3318,43.88,ILLITERATE,1862
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,20 - 24,2937,40.18,ILLITERATE,1757
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,25 - 29,3047,37.28,ILLITERATE,1911
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,30 - 34,2174,39.05,ILLITERATE,1325
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,35 - 39,1614,32.53,ILLITERATE,1089
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,40 - 44,1329,29.65,ILLITERATE,935
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,45 - 49,1024,22.46,ILLITERATE,794
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,50 - 54,1068,15.64,ILLITERATE,901
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,55 - 59,840,15.12,ILLITERATE,713
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,60 - 64,624,14.9,ILLITERATE,531
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,65 - 69,432,16.2,ILLITERATE,362
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,70 - 74,323,14.55,ILLITERATE,276
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,359,15.88,ILLITERATE,302
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,23697,36.84,TOTAL LITERATE,8729
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,10 - 14,4608,52.04,TOTAL LITERATE,2398
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,15 - 19,3318,43.88,TOTAL LITERATE,1456
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,20 - 24,2937,40.18,TOTAL LITERATE,1180
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,25 - 29,3047,37.28,TOTAL LITERATE,1136
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,30 - 34,2174,39.05,TOTAL LITERATE,849
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,35 - 39,1614,32.53,TOTAL LITERATE,525
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,40 - 44,1329,29.65,TOTAL LITERATE,394
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,45 - 49,1024,22.46,TOTAL LITERATE,230
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,50 - 54,1068,15.64,TOTAL LITERATE,167
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,55 - 59,840,15.12,TOTAL LITERATE,127
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,60 - 64,624,14.9,TOTAL LITERATE,93
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,65 - 69,432,16.2,TOTAL LITERATE,70
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,70 - 74,323,14.55,TOTAL LITERATE,47
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,359,15.88,TOTAL LITERATE,57
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,23697,36.84,FORMAL LITERATE,8477
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,10 - 14,4608,52.04,FORMAL LITERATE,2379
FATA,038,FR TANK,TRIBAL AREA ADJ. TANK DISTRICT,TOTAL,ALL SEXES,15 - 19,3318,43.88,FORMAL LITERATE,1426
